Entry	Entry name	Entry name	Protein names	Gene names	Organism	Gene names  (synonym )	Gene names  (primary )
A6P4T4	A6P4T4	a6p4t4	Tyrosine-protein kinase receptor (EC 2.7.10.1)		Homo sapiens (Human)		
B4DYR0	B4DYR0	b4dyr0	"cDNA FLJ53448, highly similar to LIM domain kinase 2 (EC 2.7.11.1)"		Homo sapiens (Human)		
B3KXY9	B3KXY9	b3kxy9	"cDNA FLJ46359 fis, clone TESTI4049786, highly similar to Hexokinase-1 (EC 2.7.1.1)"		Homo sapiens (Human)		
B3KV19	B3KV19	b3kv19	"cDNA FLJ16053 fis, clone PLACE6019385, highly similar to Homo sapiens mitogen-activated protein kinase kinase kinase 15 (MAP3K15), mRNA"		Homo sapiens (Human)		
D6R998	D6R998	d6r998	"Creatine kinase S-type, mitochondrial (Fragment)"	CKMT2	Homo sapiens (Human)		CKMT2
B1APF9	B1APF9	b1apf9	cAMP-dependent protein kinase catalytic subunit beta	PRKACB	Homo sapiens (Human)		PRKACB
A8K3B6	A8K3B6	a8k3b6	Tyrosine-protein kinase (EC 2.7.10.2)		Homo sapiens (Human)		
A0A0A0MS54	A0A0A0MS54	a0a0a0ms54	cAMP-dependent protein kinase catalytic subunit beta	PRKACB	Homo sapiens (Human)		PRKACB
I3L2N7	I3L2N7	i3l2n7	"A-kinase anchor protein 1, mitochondrial (Fragment)"	AKAP1	Homo sapiens (Human)		AKAP1
C9JWT6	C9JWT6	c9jwt6	Serine/threonine-protein kinase tousled-like 1 (Fragment)	TLK1	Homo sapiens (Human)		TLK1
F5H1T4	F5H1T4	f5h1t4	Receptor tyrosine-protein kinase erbB-2	ERBB2	Homo sapiens (Human)		ERBB2
E9PKQ3	E9PKQ3	e9pkq3	Serine/threonine-protein kinase Chk1 (Fragment)	CHEK1	Homo sapiens (Human)		CHEK1
A0A024RAH0	A0A024RAH0	a0a024rah0	"Mitogen-activated protein kinase kinase kinase 2, isoform CRA_a"	MAP3K2 hCG_42608	Homo sapiens (Human)		MAP3K2
H0YBN6	H0YBN6	h0ybn6	Casein kinase I isoform gamma-3 (Fragment)	CSNK1G3	Homo sapiens (Human)		CSNK1G3
A0A087WX84	A0A087WX84	a0a087wx84	A-kinase anchor protein 9	AKAP9	Homo sapiens (Human)		AKAP9
D6RFG8	D6RFG8	d6rfg8	Deoxycytidine kinase	DCK	Homo sapiens (Human)		DCK
E9PIE3	E9PIE3	e9pie3	Protein kinase C delta-binding protein	PRKCDBP	Homo sapiens (Human)		PRKCDBP
A8K5M4	A8K5M4	a8k5m4	"cDNA FLJ75088, highly similar to Homo sapiens p21 (CDKN1A)-activated kinase 2 (PAK2), mRNA"		Homo sapiens (Human)		
B3KY43	B3KY43	b3ky43	"cDNA FLJ46798 fis, clone TRACH3031660, highly similar to cAMP-dependent protein kinase type II-beta regulatory subunit"		Homo sapiens (Human)		
B7Z7N6	B7Z7N6	b7z7n6	"cDNA FLJ51565, highly similar to Pyruvate dehydrogenase (lipoamide) kinase isozyme 1 (EC 2.7.11.2)"		Homo sapiens (Human)		
H0YDH0	H0YDH0	h0ydh0	N-terminal kinase-like protein (Fragment)	SCYL1	Homo sapiens (Human)		SCYL1
F8WBK9	F8WBK9	f8wbk9	Serine/threonine-protein kinase OSR1	OXSR1	Homo sapiens (Human)		OXSR1
G5E948	G5E948	g5e948	Mitogen-activated protein kinase kinase kinase kinase 4	MAP4K4	Homo sapiens (Human)		MAP4K4
Q506Q0	Q506Q0	q506q0	Tyrosine-protein kinase (EC 2.7.10.2)	JAK2	Homo sapiens (Human)		JAK2
X5DR71	X5DR71	x5dr71	Tyrosine-protein kinase receptor (EC 2.7.10.1) (Fragment)	NTRK1	Homo sapiens (Human)		NTRK1
Q6ZS32	Q6ZS32	q6zs32	"cDNA FLJ45870 fis, clone OCBBF3005330, highly similar to FYVE finger-containing phosphoinositide kinase (EC 2.7.1.68) (Fragment)"		Homo sapiens (Human)		
A0A1B0GV57	A0A1B0GV57	a0a1b0gv57	TGF-beta-activated kinase 1 and MAP3K7-binding protein 2	TAB2	Homo sapiens (Human)		TAB2
F5GYM8	F5GYM8	f5gym8	Epidermal growth factor receptor kinase substrate 8 (Fragment)	EPS8	Homo sapiens (Human)		EPS8
E7EWQ4	E7EWQ4	e7ewq4	Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107)	DGKI	Homo sapiens (Human)		DGKI
F8WBH4	F8WBH4	f8wbh4	"Interferon-induced, double-stranded RNA-activated protein kinase (Fragment)"	EIF2AK2	Homo sapiens (Human)		EIF2AK2
C9JHS6	C9JHS6	c9jhs6	RAC-beta serine/threonine-protein kinase (Fragment)	AKT2	Homo sapiens (Human)		AKT2
V9HWF4	V9HWF4	v9hwf4	Phosphoglycerate kinase (EC 2.7.2.3)	HEL-S-68p	Homo sapiens (Human)		HEL-S-68p
H3BLW0	H3BLW0	h3blw0	Homeodomain-interacting protein kinase 1 (Fragment)	HIPK1	Homo sapiens (Human)		HIPK1
B7ZBF8	B7ZBF8	b7zbf8	Serine/threonine-protein kinase Chk2 (Fragment)	CHEK2	Homo sapiens (Human)		CHEK2
H7C565	H7C565	h7c565	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform (Fragment)"	PIK3CB	Homo sapiens (Human)		PIK3CB
B4DHM9	B4DHM9	b4dhm9	"cDNA FLJ59517, highly similar to SNF-related serine/threonine-protein kinase (EC 2.7.11.1)"		Homo sapiens (Human)		
B4DRT3	B4DRT3	b4drt3	Pyruvate kinase (EC 2.7.1.40)		Homo sapiens (Human)		
B4DFV1	B4DFV1	b4dfv1	Protein kinase C (EC 2.7.11.13)		Homo sapiens (Human)		
B3KNB2	B3KNB2	b3knb2	"cDNA FLJ14161 fis, clone NT2RM2001803, highly similar to IkappaB kinase complex-associated protein"		Homo sapiens (Human)		
H0YJJ7	H0YJJ7	h0yjj7	Creatine kinase B-type (Fragment)	CKB	Homo sapiens (Human)		CKB
E9PKQ8	E9PKQ8	e9pkq8	Tyrosine-protein kinase Lck (Fragment)	LCK	Homo sapiens (Human)		LCK
F8W9A8	F8W9A8	f8w9a8	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1	PPIP5K1	Homo sapiens (Human)		PPIP5K1
B4DT73	B4DT73	b4dt73	"cDNA FLJ56409, highly similar to Serine/threonine-protein kinase Chk1 (EC 2.7.11.1)"		Homo sapiens (Human)		
I3L0K6	I3L0K6	i3l0k6	"A-kinase anchor protein 1, mitochondrial (Fragment)"	AKAP1	Homo sapiens (Human)		AKAP1
K7EN76	K7EN76	k7en76	Serine/threonine-protein kinase N1 (Fragment)	PKN1	Homo sapiens (Human)		PKN1
C9J4W2	C9J4W2	c9j4w2	Mitogen-activated protein kinase kinase kinase 13 (Fragment)	MAP3K13	Homo sapiens (Human)		MAP3K13
Q59FD4	Q59FD4	q59fd4	Hexokinase 1 isoform HKI variant (Fragment)		Homo sapiens (Human)		
B5MC51	B5MC51	b5mc51	LIM domain kinase 2	LIMK2	Homo sapiens (Human)		LIMK2
H0Y5V5	H0Y5V5	h0y5v5	Serine/threonine-protein kinase N2 (Fragment)	PKN2	Homo sapiens (Human)		PKN2
G3V4E1	G3V4E1	g3v4e1	Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107) (Fragment)	DGKA	Homo sapiens (Human)		DGKA
A0A087WUK1	A0A087WUK1	a0a087wuk1	Tyrosine-protein kinase RYK	RYK	Homo sapiens (Human)		RYK
F8VRQ0	F8VRQ0	f8vrq0	Protein kinase C-binding protein NELL2	NELL2	Homo sapiens (Human)		NELL2
B4DZ33	B4DZ33	b4dz33	"cDNA FLJ57817, highly similar to Homeodomain-interacting protein kinase 1 (EC 2.7.11.1)"		Homo sapiens (Human)		
Q5QPR3	Q5QPR3	q5qpr3	Cyclin-dependent kinase 11A	CDK11A	Homo sapiens (Human)		CDK11A
E9PS17	E9PS17	e9ps17	N-terminal kinase-like protein	SCYL1	Homo sapiens (Human)		SCYL1
F8VY04	F8VY04	f8vy04	"Adenylate kinase 2, mitochondrial"	AK2	Homo sapiens (Human)		AK2
M0QXV1	M0QXV1	m0qxv1	Inactive serine/threonine-protein kinase VRK3 (Fragment)	VRK3	Homo sapiens (Human)		VRK3
Q59F17	Q59F17	q59f17	Receptor protein-tyrosine kinase (EC 2.7.10.1) (Fragment)		Homo sapiens (Human)		
B4DIR9	B4DIR9	b4dir9	"cDNA FLJ57993, highly similar to Mitogen-activated protein kinase kinase kinase7-interacting protein 2"		Homo sapiens (Human)		
E9PQW4	E9PQW4	e9pqw4	Mitogen-activated protein kinase (EC 2.7.11.24)	MAPK3	Homo sapiens (Human)		MAPK3
B4DSP6	B4DSP6	b4dsp6	"cDNA FLJ58323, highly similar to Ribosomal protein S6 kinase-like 1 (EC 2.7.11.1)"		Homo sapiens (Human)		
B4DG79	B4DG79	b4dg79	"cDNA FLJ55487, highly similar to RAC-beta serine/threonine-protein kinase (EC2.7.11.1)"		Homo sapiens (Human)		
E7EUC4	E7EUC4	e7euc4	SNF-related serine/threonine-protein kinase	SNRK	Homo sapiens (Human)		SNRK
B4DGR9	B4DGR9	b4dgr9	"cDNA FLJ57301, highly similar to Creatine kinase, ubiquitous mitochondrial (EC 2.7.3.2)"		Homo sapiens (Human)		
A0A0R4J2F4	A0A0R4J2F4	a0a0r4j2f4	Interleukin-1 receptor-associated kinase 4	IRAK4	Homo sapiens (Human)		IRAK4
E9PNL8	E9PNL8	e9pnl8	Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107)	DGKZ	Homo sapiens (Human)		DGKZ
F8W6B9	F8W6B9	f8w6b9	Tyrosine-protein kinase Lck (Fragment)	LCK	Homo sapiens (Human)		LCK
Q8IWE0	Q8IWE0	q8iwe0	Calcium/calmodulin-dependent protein kinase II alpha	CAMK2A	Homo sapiens (Human)		CAMK2A
A8KAE3	A8KAE3	a8kae3	Receptor protein serine/threonine kinase (EC 2.7.11.30)		Homo sapiens (Human)		
H7C3Z6	H7C3Z6	h7c3z6	Mitogen-activated protein kinase kinase kinase kinase 4 (Fragment)	MAP4K4	Homo sapiens (Human)		MAP4K4
B3KM22	B3KM22	b3km22	"cDNA FLJ10013 fis, clone HEMBA1000369, highly similar to PRKCA-binding protein (Protein kinase C-alpha-binding protein)"		Homo sapiens (Human)		
L7RTI5	L7RTI5	l7rti5	Protein kinase C epsilon type (EC 2.7.11.13) (nPKC-epsilon)	PRKCE	Homo sapiens (Human)		PRKCE
B2R8K8	B2R8K8	b2r8k8	"cDNA, FLJ93949, highly similar to Homo sapiens NIMA (never in mitosis gene a)-related kinase 7 (NEK7), mRNA"		Homo sapiens (Human)		
D3YTB5	D3YTB5	d3ytb5	Interleukin-1 receptor-associated kinase 1	IRAK1	Homo sapiens (Human)		IRAK1
B4DS37	B4DS37	b4ds37	"cDNA FLJ58258, highly similar to Cyclin G-associated kinase (EC 2.7.11.1)"		Homo sapiens (Human)		
A0A087WTD7	A0A087WTD7	a0a087wtd7	A-kinase anchor protein 13	AKAP13	Homo sapiens (Human)		AKAP13
A0A096LNZ0	A0A096LNZ0	a0a096lnz0	AP2-associated protein kinase 1 (Fragment)	AAK1	Homo sapiens (Human)		AAK1
A0A0D9SFP3	A0A0D9SFP3	a0a0d9sfp3	"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2"	MAGI2	Homo sapiens (Human)		MAGI2
G1UI41	G1UI41	g1ui41	Kinase D-interacting substrate of 220 kDa (Fragment)	KIDINS220	Homo sapiens (Human)		KIDINS220
I3L213	I3L213	i3l213	Phosphorylase b kinase regulatory subunit beta (Fragment)	PHKB	Homo sapiens (Human)		PHKB
H7C5L6	H7C5L6	h7c5l6	SRSF protein kinase 2 (Fragment)	SRPK2	Homo sapiens (Human)		SRPK2
D1MAM1	D1MAM1	d1mam1	Tyrosine-protein kinase receptor (EC 2.7.10.1)	ALK	Homo sapiens (Human)		ALK
H7C4V0	H7C4V0	h7c4v0	PX domain-containing protein kinase-like protein (Fragment)	PXK	Homo sapiens (Human)		PXK
H0YA20	H0YA20	h0ya20	Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107) (Fragment)	DGKQ	Homo sapiens (Human)		DGKQ
E9PRG7	E9PRG7	e9prg7	Serine-protein kinase ATM (Fragment)	ATM	Homo sapiens (Human)		ATM
B4DER9	B4DER9	b4der9	"cDNA FLJ55317, highly similar to Homo sapiens casein kinase 1, alpha 1 (CSNK1A1), transcript variant 1, mRNA"		Homo sapiens (Human)		
A0A0D9SEZ7	A0A0D9SEZ7	a0a0d9sez7	"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2 (Fragment)"	MAGI2	Homo sapiens (Human)		MAGI2
D6RIG7	D6RIG7	d6rig7	Serine/threonine-protein kinase ATR (Fragment)	ATR	Homo sapiens (Human)		ATR
B3KRS6	B3KRS6	b3krs6	"cDNA FLJ34842 fis, clone NT2NE2011033, highly similar to Serine/threonine-protein kinase 25 (EC 2.7.11.1)"		Homo sapiens (Human)		
F8WCV2	F8WCV2	f8wcv2	Serine/threonine-protein kinase Chk2	CHEK2	Homo sapiens (Human)		CHEK2
Q2TU65	Q2TU65	q2tu65	Receptor-interacting serine/threonine-protein kinase 2 (EC 2.7.11.1) (Tyrosine-protein kinase RIPK2)		Homo sapiens (Human)		
C9J9D2	C9J9D2	c9j9d2	G kinase-anchoring protein 1 (Fragment)	GKAP1	Homo sapiens (Human)		GKAP1
X5D2G8	X5D2G8	x5d2g8	Receptor protein-tyrosine kinase (EC 2.7.10.1) (Fragment)	FGFR3	Homo sapiens (Human)		FGFR3
V9GY95	V9GY95	v9gy95	Mitogen-activated protein kinase kinase kinase kinase 3	MAP4K3	Homo sapiens (Human)		MAP4K3
J3KRF8	J3KRF8	j3krf8	Aurora kinase B	AURKB	Homo sapiens (Human)		AURKB
A0A0S2Z3Y4	A0A0S2Z3Y4	a0a0s2z3y4	Tyrosine-protein kinase (EC 2.7.10.2) (Fragment)	LCK	Homo sapiens (Human)		LCK
F5CTF3	F5CTF3	f5ctf3	Deoxynucleoside kinase		Homo sapiens (Human)		
D1MAM5	D1MAM5	d1mam5	Tyrosine-protein kinase receptor (EC 2.7.10.1)	ALK	Homo sapiens (Human)		ALK
Q548C2	Q548C2	q548c2	Tyrosine-protein kinase receptor (EC 2.7.10.1)	NTRK2	Homo sapiens (Human)		NTRK2
H3BTW8	H3BTW8	h3btw8	Serine/threonine-protein kinase/endoribonuclease IRE2	ERN2	Homo sapiens (Human)		ERN2
B3KMM5	B3KMM5	b3kmm5	"cDNA FLJ11491 fis, clone HEMBA1001921, highly similar to Mitogen-activated protein kinase kinase kinase kinase 3 (EC 2.7.11.1)"		Homo sapiens (Human)		
A0A0D9SEV0	A0A0D9SEV0	a0a0d9sev0	Bifunctional polynucleotide phosphatase/kinase	PNKP	Homo sapiens (Human)		PNKP
B7Z7R6	B7Z7R6	b7z7r6	"cDNA FLJ60959, highly similar to PAS domain-containing serine/threonine-protein kinase (EC 2.7.11.1)"		Homo sapiens (Human)		
H7BZM6	H7BZM6	h7bzm6	Striated muscle preferentially-expressed protein kinase (Fragment)	SPEG	Homo sapiens (Human)		SPEG
F5H4F6	F5H4F6	f5h4f6	Serine/threonine-protein kinase MARK2 (Fragment)	MARK2	Homo sapiens (Human)		MARK2
V5YQU3	V5YQU3	v5yqu3	FGFR2-BICC1 fusion kinase protein	FGFR2-BICC1	Homo sapiens (Human)		FGFR2-BICC1
B2RCZ4	B2RCZ4	b2rcz4	Protein kinase C (EC 2.7.11.13)		Homo sapiens (Human)		
K7EJ40	K7EJ40	k7ej40	cAMP-dependent protein kinase type I-alpha regulatory subunit (Fragment)	PRKAR1A	Homo sapiens (Human)		PRKAR1A
G1UI24	G1UI24	g1ui24	C-Jun-amino-terminal kinase-interacting protein 3	MAPK8IP3	Homo sapiens (Human)		MAPK8IP3
A0A0A0MRJ1	A0A0A0MRJ1	a0a0a0mrj1	Serine/threonine-protein kinase MRCK alpha	CDC42BPA	Homo sapiens (Human)		CDC42BPA
A0A1S5RA93	A0A1S5RA93	a0a1s5ra93	Bifunctional polynucleotide phosphatase/kinase	PNKP	Homo sapiens (Human)		PNKP
E5RGN0	E5RGN0	e5rgn0	Cyclin-dependent kinase 16 (Fragment)	CDK16	Homo sapiens (Human)		CDK16
H0Y7T5	H0Y7T5	h0y7t5	Serine/threonine-protein kinase WNK2 (Fragment)	WNK2	Homo sapiens (Human)		WNK2
Q5VSN0	Q5VSN0	q5vsn0	SH3 domain-containing kinase-binding protein 1	SH3KBP1	Homo sapiens (Human)		SH3KBP1
M0QZZ2	M0QZZ2	m0qzz2	"Atypical kinase COQ8B, mitochondrial (Fragment)"	COQ8B	Homo sapiens (Human)		COQ8B
B7Z625	B7Z625	b7z625	"cDNA FLJ55521, highly similar to Protein kinase C-binding protein NELL2"		Homo sapiens (Human)		
E7ERH2	E7ERH2	e7erh2	S-phase kinase-associated protein 1 (Fragment)	SKP1	Homo sapiens (Human)		SKP1
A0A0A0MSL0	A0A0A0MSL0	a0a0a0msl0	Phosphatidylinositol 4-kinase beta (Fragment)	PI4KB	Homo sapiens (Human)		PI4KB
W0S0D3	W0S0D3	w0s0d3	Truncated fer (Fps/fes related) tyrosine kinase	Pe1Fe13	Homo sapiens (Human)		Pe1Fe13
J3KS16	J3KS16	j3ks16	A-kinase anchor protein inhibitor 1	AKAIN1	Homo sapiens (Human)		AKAIN1
A0A0S2Z4Z8	A0A0S2Z4Z8	a0a0s2z4z8	Receptor-interacting serine-threonine kinase 2 isoform 1 (Fragment)	RIPK2	Homo sapiens (Human)		RIPK2
E9PPP3	E9PPP3	e9ppp3	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha (Fragment)	PIK3C2A	Homo sapiens (Human)		PIK3C2A
E7EN19	E7EN19	e7en19	Mitogen-activated protein kinase kinase kinase kinase 4	MAP4K4	Homo sapiens (Human)		MAP4K4
F5H6N2	F5H6N2	f5h6n2	Serine/threonine-protein kinase MARK2 (Fragment)	MARK2	Homo sapiens (Human)		MARK2
A0A024R0E9	A0A024R0E9	a0a024r0e9	"Membrane associated guanylate kinase, WW and PDZ domain containing 3, isoform CRA_b"	MAGI3 hCG_2043269	Homo sapiens (Human)		MAGI3
B4DW43	B4DW43	b4dw43	"cDNA FLJ56162, highly similar to N-acetylgalactosamine kinase (EC 2.7.1.157)"		Homo sapiens (Human)		
B7ZA00	B7ZA00	b7za00	"cDNA, FLJ79014, highly similar to cAMP-dependent protein kinase, beta-catalytic subunit (EC 2.7.11.11)"		Homo sapiens (Human)		
E9PIY1	E9PIY1	e9piy1	Protein kinase C and casein kinase substrate in neurons protein 3	PACSIN3	Homo sapiens (Human)		PACSIN3
K7ERV3	K7ERV3	k7erv3	Thymidine kinase (EC 2.7.1.21)	TK1	Homo sapiens (Human)		TK1
B7Z4N3	B7Z4N3	b7z4n3	"cDNA FLJ50810, highly similar to Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2"		Homo sapiens (Human)		
B2RDW0	B2RDW0	b2rdw0	"cDNA, FLJ96792, highly similar to Homo sapiens calmodulin 2 (phosphorylase kinase, delta) (CALM2), mRNA"		Homo sapiens (Human)		
C1PHA2	C1PHA2	c1pha2	Tyrosine-protein kinase receptor (EC 2.7.10.1)	KIF5B-ALK	Homo sapiens (Human)		KIF5B-ALK
J3QR49	J3QR49	j3qr49	Dual-specificity mitogen-activated protein kinase kinase 3	MAP2K3	Homo sapiens (Human)		MAP2K3
F8WER3	F8WER3	f8wer3	Activated CDC42 kinase 1	TNK2	Homo sapiens (Human)		TNK2
E9PJF0	E9PJF0	e9pjf0	Mitogen-activated protein kinase (EC 2.7.11.24)	MAPK3	Homo sapiens (Human)		MAPK3
B7Z5K4	B7Z5K4	b7z5k4	"cDNA FLJ50623, highly similar to Serine/threonine-protein kinase DCAMKL1 (EC 2.7.11.1)"		Homo sapiens (Human)		
H0YBX5	H0YBX5	h0ybx5	Cyclin-dependent kinase 16 (Fragment)	CDK16	Homo sapiens (Human)		CDK16
A0A087WVT9	A0A087WVT9	a0a087wvt9	Nucleoside diphosphate kinase (EC 2.7.4.6)	NME4	Homo sapiens (Human)		NME4
B3KQM3	B3KQM3	b3kqm3	Receptor-interacting serine/threonine-protein kinase 2 (EC 2.7.11.1) (Tyrosine-protein kinase RIPK2)		Homo sapiens (Human)		
B4DH54	B4DH54	b4dh54	"cDNA FLJ61248, highly similar to Glycerol kinase, testis specific 1 (EC 2.7.1.30)"		Homo sapiens (Human)		
H3BUZ5	H3BUZ5	h3buz5	Pseudopodium-enriched atypical kinase 1 (Fragment)	PEAK1	Homo sapiens (Human)		PEAK1
B7ZB17	B7ZB17	b7zb17	"cDNA, FLJ79381, highly similar to Ribosomal protein S6 kinase alpha-3 (EC 2.7.11.1)"		Homo sapiens (Human)		
E9KL49	E9KL49	e9kl49	Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107)		Homo sapiens (Human)		
B3KRV2	B3KRV2	b3krv2	"cDNA FLJ34950 fis, clone NT2RP7017284, highly similar to Casein kinase I isoform epsilon (EC 2.7.11.1)"		Homo sapiens (Human)		
Q8NEB1	Q8NEB1	q8neb1	Similar to mitogen-activated protein kinase kinase kinase 9 (Fragment)		Homo sapiens (Human)		
B3KRK9	B3KRK9	b3krk9	"cDNA FLJ34500 fis, clone HLUNG2005479, highly similar to Phosphoinositide 3-kinase regulatory subunit 6"		Homo sapiens (Human)		
H0Y349	H0Y349	h0y349	Serine/threonine-protein kinase 32C	STK32C	Homo sapiens (Human)		STK32C
Q4LDX3	Q4LDX3	q4ldx3	Tyrosine-protein kinase (EC 2.7.10.2)	JAK1	Homo sapiens (Human)		JAK1
C9JIG9	C9JIG9	c9jig9	Serine/threonine-protein kinase OSR1	OXSR1	Homo sapiens (Human)		OXSR1
Q53HE0	Q53HE0	q53he0	"Protein kinase C, alpha binding protein variant (Fragment)"		Homo sapiens (Human)		
H0Y682	H0Y682	h0y682	Casein kinase I isoform epsilon (Fragment)	CSNK1E	Homo sapiens (Human)		CSNK1E
E9PJ75	E9PJ75	e9pj75	Protein kinase C and casein kinase substrate in neurons protein 3 (Fragment)	PACSIN3	Homo sapiens (Human)		PACSIN3
E5RIE1	E5RIE1	e5rie1	Lymphokine-activated killer T-cell-originated protein kinase	PBK	Homo sapiens (Human)		PBK
C9IZL8	C9IZL8	c9izl8	cAMP-dependent protein kinase type I-beta regulatory subunit (Fragment)	PRKAR1B	Homo sapiens (Human)		PRKAR1B
C9JIJ1	C9JIJ1	c9jij1	RAC-beta serine/threonine-protein kinase (Fragment)	AKT2	Homo sapiens (Human)		AKT2
B3KS39	B3KS39	b3ks39	"cDNA FLJ35401 fis, clone SKNSH2005792, highly similar to Serine/threonine-protein kinase 33 (EC2.7.11.1)"		Homo sapiens (Human)		
B4DTW8	B4DTW8	b4dtw8	"cDNA FLJ53921, highly similar to Tyrosine-protein kinase receptor Tie-1 (EC 2.7.10.1)"		Homo sapiens (Human)		
E5FF36	E5FF36	e5ff36	PI3 kinase (Fragment)	PI3CA	Homo sapiens (Human)		PI3CA
G3V461	G3V461	g3v461	Creatine kinase B-type (Fragment)	CKB	Homo sapiens (Human)		CKB
Q8IZR3	Q8IZR3	q8izr3	Thymidine kinase		Homo sapiens (Human)		
A0A0S2Z310	A0A0S2Z310	a0a0s2z310	Serine/threonine-protein kinase receptor (EC 2.7.11.30) (Fragment)	ACVRL1	Homo sapiens (Human)		ACVRL1
H0YJG0	H0YJG0	h0yjg0	Creatine kinase B-type (Fragment)	CKB	Homo sapiens (Human)		CKB
F0UY65	F0UY65	f0uy65	Tyrosine-protein kinase receptor (EC 2.7.10.1)	ALK	Homo sapiens (Human)		ALK
A4D1E4	A4D1E4	a4d1e4	A kinase (PRKA) anchor protein (Yotiao) 9	AKAP9 tcag7.318	Homo sapiens (Human)		AKAP9
E7EWI0	E7EWI0	e7ewi0	"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2"	MAGI2	Homo sapiens (Human)		MAGI2
A0A0A0MT11	A0A0A0MT11	a0a0a0mt11	Calcium/calmodulin-dependent protein kinase type II subunit gamma	CAMK2G	Homo sapiens (Human)		CAMK2G
A0A0A0MRF6	A0A0A0MRF6	a0a0a0mrf6	A-kinase anchor protein 9	AKAP9	Homo sapiens (Human)		AKAP9
A0A024RBL3	A0A024RBL3	a0a024rbl3	"NUAK family, SNF1-like kinase, 1, isoform CRA_a"	NUAK1 hCG_16103	Homo sapiens (Human)		NUAK1
C9J5X1	C9J5X1	c9j5x1	Tyrosine-protein kinase receptor (EC 2.7.10.1)	IGF1R	Homo sapiens (Human)		IGF1R
B6D4Y1	B6D4Y1	b6d4y1	Tyrosine-protein kinase receptor (EC 2.7.10.1)	ALK	Homo sapiens (Human)		ALK
B2RA25	B2RA25	b2ra25	Non-specific serine/threonine protein kinase (EC 2.7.11.1)		Homo sapiens (Human)		
H0Y494	H0Y494	h0y494	Serine/threonine-protein kinase SIK3	SIK3	Homo sapiens (Human)		SIK3
A8K7J7	A8K7J7	a8k7j7	"cDNA FLJ78173, highly similar to Homo sapiens hexokinase 1 (HK1) mRNA"		Homo sapiens (Human)		
H7BYG4	H7BYG4	h7byg4	PX domain-containing protein kinase-like protein	PXK	Homo sapiens (Human)		PXK
H0YE82	H0YE82	h0ye82	N-acetyl-D-glucosamine kinase (Fragment)	NAGK	Homo sapiens (Human)		NAGK
B3KVX5	B3KVX5	b3kvx5	"cDNA FLJ41698 fis, clone HCHON2003532, highly similar to Phosphorylase b kinase regulatory subunit beta"		Homo sapiens (Human)		
B4DJN1	B4DJN1	b4djn1	"cDNA FLJ55693, highly similar to Docking protein 1 (Downstream of tyrosinekinase 1)"		Homo sapiens (Human)		
A9CP04	A9CP04	a9cp04	Non-specific serine/threonine protein kinase (EC 2.7.11.1)	Par1b	Homo sapiens (Human)		Par1b
A0A024R8A6	A0A024R8A6	a0a024r8a6	"NIMA (Never in mitosis gene a)-related kinase 6, isoform CRA_b"	NEK6 hCG_29219	Homo sapiens (Human)		NEK6
E5RK23	E5RK23	e5rk23	Tyrosine-protein kinase Fyn (Fragment)	FYN	Homo sapiens (Human)		FYN
H7BYL6	H7BYL6	h7byl6	A-kinase anchor protein 9 (Fragment)	AKAP9	Homo sapiens (Human)		AKAP9
M0R3A6	M0R3A6	m0r3a6	Fms-related tyrosine kinase 3 ligand (Fragment)	FLT3LG	Homo sapiens (Human)		FLT3LG
V9HWB8	V9HWB8	v9hwb8	Pyruvate kinase (EC 2.7.1.40)	HEL-S-30	Homo sapiens (Human)		HEL-S-30
A0A1B0GUV4	A0A1B0GUV4	a0a1b0guv4	"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2"	MAGI2	Homo sapiens (Human)		MAGI2
A8K602	A8K602	a8k602	Mitogen-activated protein kinase kinase kinase kinase (EC 2.7.11.1)		Homo sapiens (Human)		
H0YNN8	H0YNN8	h0ynn8	Tyrosine-protein kinase Fes/Fps (Fragment)	FES	Homo sapiens (Human)		FES
Q7KYT6	Q7KYT6	q7kyt6	Type I phosphatidylinositol-4-phosphate 5-kinase beta (EC 2.7.1.68) (Fragment)	STM7	Homo sapiens (Human)		STM7
I3L136	I3L136	i3l136	Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase (Fragment)	PKMYT1	Homo sapiens (Human)		PKMYT1
K7ERP6	K7ERP6	k7erp6	cAMP-dependent protein kinase catalytic subunit alpha (Fragment)	PRKACA	Homo sapiens (Human)		PRKACA
E9PIJ7	E9PIJ7	e9pij7	Tyrosine-protein kinase Fes/Fps	FES	Homo sapiens (Human)		FES
F8W1H7	F8W1H7	f8w1h7	Diacylglycerol kinase alpha (Fragment)	DGKA	Homo sapiens (Human)		DGKA
